sentence,label
তর কি পড়ালেহা করতে এক্কেরেই ভালালাগে নাহ?,Mymensingh
তুমি কি এহন খাইতে বইবা,Mymensingh
আইজকা আমার খাইতে ভালা লাগতাসেনা,Mymensingh
আমার ইস্কুলে অনেক বন্ধু আসে,Mymensingh
আমার ছোট বইন ইস্কুলে যাইতে চায় না,Mymensingh
আমার ইস্কুলে যাইতে অনেক ভালা লাগে,Mymensingh
হেয় তার গেরামের একটা ইস্কুলে পড়ালেহা করে,Mymensingh
হেয় ইস্কুলে যাইতে চায় না,Mymensingh
হের ইস্কুলে যায়া পড়ালেহা করতে ভালা লাগে না,Mymensingh
হেয় ইস্কুলে যায়া বন্ধুরার সাথে গল্প করে,Mymensingh
হেয় ইস্কুলের মাঠে প্রত্যেকদিন ক্রিকেট খেলে,Mymensingh
হেয় ইস্কুলের মাঠে মাথা ঘুরায়া পইড়া গেসিল,Mymensingh
হেয় অনেকদিন আগে হের ইস্কুলের একটা ছেড়িরে ভালবাসতো,Mymensingh
ছেড়াটা হের গ্রামের ছোট একটা ইস্কুল থাইক্কা পড়ালেহা কইরা এসএসসি পাশ করসে,Mymensingh
তোমরার বাসা কই?,Mymensingh
ঢাকা বাংলাদেশের রাজধানী।,Mymensingh
তুমি কিতা আমার সাথে প্রেম করবা?,Mymensingh
আমি আজকে সকালে ফুটবল খেলছি,Mymensingh
আমি তোমার মনের কথা বুঝি না।,Mymensingh
তোমার লাইজ্ঞা আমার মেলা কষ্ট হয়,Mymensingh
আমরার স্বপ্ন মেলা বড়,Mymensingh
কম বয়স্ক একটা ছেড়া বাইরে ফুটপাতে দৌড়াইতাসে,Mymensingh
একটা ছুটো আবু বিছানাত লাফাইয়া উঠছে,Mymensingh
একটা ছেড়া বিছানাত লাফাইতাসে,Mymensingh
একটা ছেড়া এক বিছানাততন আরেকটা বিছানাত লাফ দিতাসে,Mymensingh
একটা ছুটো আবু ফুটপাতে হাটতাসে,Mymensingh
আমি একটা ছেড়া,Mymensingh
আমি একটা ছেড়ি,Mymensingh
আমার জামাই আমারে মেলা ভালবাসে,Mymensingh
ইস্কুল জীবনতে তারার প্রেম আসিল,Mymensingh
আমি বিয়া করসি দশ বছর হইসে,Mymensingh
অসম্ভব ভালা ছবি,Mymensingh
মেলাদিন পরে একটা ভালা ছবি দেখলাম,Mymensingh
অসম্ভব ভালা লিখসেন,Mymensingh
মেলাদিন বাদে একটা ভালা লেহা পড়লাম,Mymensingh
বহুত মাথা ব্যথা করতাসিলো,Mymensingh
কিনুতাই বুঝতে পারলাম না,Mymensingh
হেয় এইডা দেইক্ষা জ্ঞান হারায়া ফালাইসে,Mymensingh
এক কথায় মেলা সুন্দর লাগতাসে আফনেরে,Mymensingh
আফনের ছবিরতন আফনে বাস্তবে বেশি সুন্দর,Mymensingh
আফনের হাসির কাসে বেক কিসু হার মানে,Mymensingh
আফনের চোখ মেলা সুন্দর,Mymensingh
আফনের লগে পরিচিত হয়া ভালা লাগলো,Mymensingh
মেলা সময় বাদে আফনেরে দেখতাসি,Mymensingh
দুই ভাইয়ের মধ্যে জায়গা জমি লয়া ঝগড়া হয়,Mymensingh
বাদে এক ভাই কুয়েত যায়গা আরেক ভাই সুদান যায়গা,Mymensingh
কয়েকদিন বাদে সুদান ফিরত বেডাটা বিয়া করে,Mymensingh
"মুবাইল ছাড়া লেট্রিনে গেলে, লাগে যে জরুরি ফাইল ছাড়া অফিসে বয়া আসি",Mymensingh
যারার গালি দেওয়ন হয়া গেসে তারা দয়া কইরা লাইনেরতন সইরা যান,Mymensingh
পিছনে এহনো অনেক মানুষ লাইনে খারায়া আসে,Mymensingh
হেরারে গালি দেওনের সুযোগ কইরা দেন,Mymensingh
খুব বেশি কিসু কইতাম না কারন আবেগে চোখে পানি চইলা আইসে,Mymensingh
তুমি কইসো যেয় থাকার হেয় এমনেই থাকব,Mymensingh
প্রথমে আফনারে একটা দোকানে যাইতে হইব,Mymensingh
নিজের পছন্দের বিয়াতে বাপ মা রে রাজি করান হইল,Mymensingh
ছেড়িডা লাল শাড়ী পইরা খারায়া আসে,Mymensingh
বইয়ের লাইজ্ঞা আর বন্ধুগর মাঝখানে মুখ দেহানুর উপায় নাই,Mymensingh
আমারে বেকগের সামনে মারতে মারতে বাসায় নিয়া আইসে,Mymensingh
আমি জানি এইহানে অনেক ছেড়ি কমেন্ট পড়তে আইব,Mymensingh
মাঝে মাঝে লাগে ঘরবাড়ী বেক মশার নামে লেইখখা দিয়া আমি জংগলে চইল্লা যাইগা,Mymensingh
"তোমার হয়া আসি আমি, তোমার হয়াই থাকবাম",Mymensingh
সারাজীবন তোমায় আমি ভালোবাইসা যামু,Mymensingh
"পাশে থাইক্কো সারাজীবন, দূরে যাইয়ো না",Mymensingh
